campaign_id,click_rate
2453,0.033223464
2454,0.032937894
2455,0.011926966
2456,0.0550751
2457,0.018800224
2458,0.03485681
2459,0.022256293
2460,0.0522643
2461,0.010427866
2462,0.076849083
2463,0.148046858
2464,0.027864319
2465,0.014474377
2466,0.010407449
2467,0.012587662
2468,0.020178612
2469,0.076898374
2470,0.010733095
2471,0.122262619
2472,0.025948852
2473,0.025263348
2474,0.021518001
2475,0.018878032
2476,0.036540287
2477,0.020739566
2478,0.016134163
2479,0.026807892
2480,0.022672241
2481,0.039527979
2482,0.011176905
2483,0.016170614
2484,0.010785479
2485,0.008040238
2486,0.10642218
2487,0.03485681
2488,0.071747381
2489,0.054892602
2490,0.046327799
2491,0.042013127
2492,0.03354715
2493,0.030872801
2494,0.019522274
2495,0.00827468
2496,0.008110557
2497,0.021462287
2498,0.098132393
2499,0.084399711
2500,0.146433781
2501,0.090056786
2502,0.034205002
2503,0.149816561
2504,0.038669658
2505,0.034201875
2506,0.041362141
2507,0.019559824
2508,0.074128988
2509,0.01914202
2510,0.018500267
2511,0.030270809
2512,0.077974153
2513,0.044673879
2514,0.068333047
2515,0.027702488
2516,0.018364509
2517,0.073880271
2518,0.069381846
2519,0.108250922
2520,0.201591002
2521,0.036878433
2522,0.011358225
2523,0.229171377
2524,0.030133506
2525,0.073568711
2526,0.044967037
2527,0.048185454
2528,0.028024023
2529,0.149112708
2530,0.095315665
2531,0.05869537
2532,0.048102
2533,0.022056346
2534,0.019762804
2535,0.055445347
2536,0.038645729
2537,0.048729218
2538,0.03296704
2539,0.021237876
2540,0.011594582
2541,0.038189769
2542,0.010403356
2543,0.018862405
2544,0.02847989
2545,0.017850666
2546,0.049547015
2547,0.047627048
2548,0.04810662
2549,0.078357047
2550,0.037149002
2551,0.036993297
2552,0.02733759
2553,0.066854902
2554,0.021759955
2555,0.062761527
2556,0.053120105
2557,0.072483626
2558,0.055785418
2559,0.050445547
2560,0.13215884
2561,0.045691124
2562,0.069811752
2563,0.028497224
2564,0.013859136
2565,0.030377365
2566,0.01537816
2567,0.027897561
2568,0.02982123
2569,0.116319773
2570,0.028349039
2571,0.01913547
2572,0.011168463
2573,0.034944366
2574,0.056066368
2575,0.0236875
2576,0.04215128
2577,0.021441868
2578,0.023448319
2579,0.035861593
2580,0.036466922
2581,0.057081342
2582,0.121344742
2583,0.126527681
2584,0.01517335
2585,0.016570654
2586,0.021200275
2587,0.017648294
2588,0.035025884
2589,0.036905414
2590,0.022265462
2591,0.046154394
2592,0.030611522
2593,0.2301643
2594,0.122454461
2595,0.034074243
2596,0.104130086
2597,0.027132775
2598,0.027288166
2599,0.052140392
2600,0.036830368
2601,0.052889497
2602,0.047911042
2603,0.028712854
2604,0.038210859
2605,0.147551141
2606,0.130232579
2607,0.038146963
2608,0.052172821
2609,0.077496961
2610,0.119198673
2611,0.04155911
2612,0.150561643
2613,0.055520521
2614,0.102791457
2615,0.083986074
2616,0.036447871
2617,0.042140897
2618,0.075725257
2619,0.196954518
2620,0.085991648
2621,0.08502442
2622,0.034785226
2623,0.011272165
2624,0.019399538
2625,0.019959394
2626,0.029333703
2627,0.044707336
2628,0.031893975
2629,0.040505741
2630,0.035559173
2631,0.017025946
2632,0.013375232
2633,0.018299361
2634,0.024208503
2635,0.019356188
2636,0.081159178
2637,0.027379948
2638,0.042250347
2639,0.076429919
2640,0.02325944
2641,0.427272024
2642,0.007633065
2643,0.338621861
2644,0.006562502
2645,0.132971435
2646,0.010313733
2647,0.030743698
2648,0.008810353
2649,0.194286351
2650,0.011350866
